ACTION START 1200 0 START
ACTION QUERY 1200 10 tropical storms caused
ACTION SERP 1200 15 EXAMINE_SERP
ACTION MARK 1200 254 CONSIDERED_RELEVANT 1142353
ACTION SNIPPET 1200 254 SNIPPET_NOT_RELEVANT 300987
ACTION SNIPPET 1200 254 SNIPPET_NOT_RELEVANT 1685551
ACTION SNIPPET 1200 254 SNIPPET_NOT_RELEVANT 291832
ACTION SNIPPET 1200 254 SNIPPET_RELEVANT 726702
ACTION DOC 1200 274 EXAMINING_DOCUMENT 726702
ACTION MARK 1200 277 CONSIDERED_RELEVANT 726702
ACTION SNIPPET 1200 277 SNIPPET_NOT_RELEVANT 1202979
ACTION SNIPPET 1200 277 SNIPPET_NOT_RELEVANT 76690
ACTION SNIPPET 1200 277 SNIPPET_NOT_RELEVANT 559293
ACTION SNIPPET 1200 277 SNIPPET_RELEVANT 725970
ACTION DOC 1200 297 EXAMINING_DOCUMENT 725970
ACTION MARK 1200 300 CONSIDERED_RELEVANT 725970
ACTION QUERY 1200 310 tropical storms hurricanes
ACTION SERP 1200 315 EXAMINE_SERP
ACTION SNIPPET 1200 315 SNIPPET_NOT_RELEVANT 372674
ACTION SNIPPET 1200 315 SNIPPET_NOT_RELEVANT 796137
ACTION SNIPPET 1200 315 SNIPPET_RELEVANT 372180
ACTION DOC 1200 335 EXAMINING_DOCUMENT 372180
ACTION SNIPPET 1200 335 SEEN_PREVIOUSLY 1728581
ACTION SNIPPET 1200 335 SNIPPET_NOT_RELEVANT 1785845
ACTION SNIPPET 1200 335 SNIPPET_RELEVANT 389065
ACTION DOC 1200 355 EXAMINING_DOCUMENT 389065
ACTION SNIPPET 1200 355 SNIPPET_RELEVANT 467372
ACTION DOC 1200 375 EXAMINING_DOCUMENT 467372
ACTION SNIPPET 1200 375 SNIPPET_RELEVANT 45838
ACTION DOC 1200 395 EXAMINING_DOCUMENT 45838
ACTION MARK 1200 398 CONSIDERED_RELEVANT 45838
ACTION SNIPPET 1200 398 SNIPPET_RELEVANT 391008
ACTION DOC 1200 418 EXAMINING_DOCUMENT 391008
ACTION SNIPPET 1200 418 SNIPPET_RELEVANT 390748
ACTION DOC 1200 438 EXAMINING_DOCUMENT 390748
ACTION QUERY 1200 448 tropical storms typhoons
ACTION SERP 1200 453 EXAMINE_SERP
ACTION SNIPPET 1200 453 SNIPPET_NOT_RELEVANT 442826
ACTION SNIPPET 1200 453 SNIPPET_RELEVANT 1778549
ACTION DOC 1200 473 EXAMINING_DOCUMENT 1778549
ACTION SNIPPET 1200 473 SNIPPET_NOT_RELEVANT 1055302
ACTION SNIPPET 1200 473 SNIPPET_NOT_RELEVANT 57432
ACTION SNIPPET 1200 473 SNIPPET_NOT_RELEVANT 1620865
ACTION SNIPPET 1200 473 SNIPPET_RELEVANT 513281
ACTION DOC 1200 493 EXAMINING_DOCUMENT 513281
ACTION MARK 1200 496 CONSIDERED_RELEVANT 513281
ACTION SNIPPET 1200 496 SNIPPET_RELEVANT 452823
ACTION DOC 1200 516 EXAMINING_DOCUMENT 452823
ACTION SNIPPET 1200 516 SNIPPET_NOT_RELEVANT 1037651
ACTION SNIPPET 1200 516 SNIPPET_NOT_RELEVANT 59144
ACTION SNIPPET 1200 516 SNIPPET_NOT_RELEVANT 1776915
ACTION SNIPPET 1200 516 SNIPPET_RELEVANT 1852578
ACTION DOC 1200 536 EXAMINING_DOCUMENT 1852578
ACTION SNIPPET 1200 536 SNIPPET_NOT_RELEVANT 552727
ACTION SNIPPET 1200 536 SNIPPET_NOT_RELEVANT 381153
ACTION SNIPPET 1200 536 SNIPPET_RELEVANT 363865
ACTION DOC 1200 556 EXAMINING_DOCUMENT 363865
ACTION MARK 1200 559 CONSIDERED_RELEVANT 363865
ACTION SNIPPET 1200 559 SNIPPET_RELEVANT 191733
ACTION DOC 1200 579 EXAMINING_DOCUMENT 191733
ACTION QUERY 1200 589 tropical storms significant
ACTION SERP 1200 594 EXAMINE_SERP
ACTION SNIPPET 1200 594 SEEN_PREVIOUSLY 372180
ACTION SNIPPET 1200 594 SEEN_PREVIOUSLY 1142353
ACTION SNIPPET 1200 594 SNIPPET_RELEVANT 1615343
ACTION DOC 1200 614 EXAMINING_DOCUMENT 1615343
ACTION MARK 1200 617 CONSIDERED_RELEVANT 1615343
ACTION SNIPPET 1200 617 SNIPPET_NOT_RELEVANT 1685551
ACTION SNIPPET 1200 617 SNIPPET_RELEVANT 1763799
ACTION DOC 1200 637 EXAMINING_DOCUMENT 1763799
ACTION MARK 1200 640 CONSIDERED_RELEVANT 1763799
ACTION SNIPPET 1200 640 SNIPPET_NOT_RELEVANT 1609347
ACTION SNIPPET 1200 640 SNIPPET_RELEVANT 788245
ACTION DOC 1200 660 EXAMINING_DOCUMENT 788245
ACTION MARK 1200 663 CONSIDERED_RELEVANT 788245
ACTION SNIPPET 1200 663 SNIPPET_NOT_RELEVANT 1144198
ACTION SNIPPET 1200 663 SNIPPET_NOT_RELEVANT 1786205
ACTION SNIPPET 1200 663 SNIPPET_NOT_RELEVANT 555089
ACTION SNIPPET 1200 663 SNIPPET_RELEVANT 372674
ACTION DOC 1200 683 EXAMINING_DOCUMENT 372674
ACTION MARK 1200 686 CONSIDERED_RELEVANT 372674
ACTION SNIPPET 1200 686 SNIPPET_RELEVANT 291231
ACTION DOC 1200 706 EXAMINING_DOCUMENT 291231
ACTION MARK 1200 709 CONSIDERED_RELEVANT 291231
ACTION QUERY 1200 719 tropical storms property
ACTION SERP 1200 724 EXAMINE_SERP
ACTION SNIPPET 1200 724 SNIPPET_RELEVANT 1490381
ACTION DOC 1200 744 EXAMINING_DOCUMENT 1490381
ACTION SNIPPET 1200 744 SEEN_PREVIOUSLY 264198
ACTION SNIPPET 1200 744 SNIPPET_NOT_RELEVANT 557311
ACTION SNIPPET 1200 744 SNIPPET_NOT_RELEVANT 1185201
ACTION SNIPPET 1200 744 SNIPPET_NOT_RELEVANT 1721259
ACTION SNIPPET 1200 744 SNIPPET_RELEVANT 559293
ACTION DOC 1200 764 EXAMINING_DOCUMENT 559293
ACTION MARK 1200 767 CONSIDERED_RELEVANT 559293
ACTION SNIPPET 1200 767 SNIPPET_RELEVANT 1304926
ACTION DOC 1200 787 EXAMINING_DOCUMENT 1304926
ACTION SNIPPET 1200 787 SEEN_PREVIOUSLY 1778549
ACTION SNIPPET 1200 787 SNIPPET_RELEVANT 291832
ACTION DOC 1200 807 EXAMINING_DOCUMENT 291832
ACTION SNIPPET 1200 807 SEEN_PREVIOUSLY 372674
ACTION SNIPPET 1200 807 SEEN_PREVIOUSLY 291231
ACTION SNIPPET 1200 807 SNIPPET_RELEVANT 1535954
ACTION DOC 1200 827 EXAMINING_DOCUMENT 1535954
ACTION SNIPPET 1200 827 SEEN_PREVIOUSLY 1728581
ACTION SNIPPET 1200 827 SNIPPET_NOT_RELEVANT 1426790
ACTION SNIPPET 1200 827 SEEN_PREVIOUSLY 390748
ACTION SNIPPET 1200 827 SEEN_PREVIOUSLY 391008
ACTION SNIPPET 1200 827 SNIPPET_RELEVANT 1125805
ACTION DOC 1200 847 EXAMINING_DOCUMENT 1125805
ACTION MARK 1200 850 CONSIDERED_RELEVANT 1125805
ACTION QUERY 1200 860 tropical storms loss
ACTION SERP 1200 865 EXAMINE_SERP
ACTION SNIPPET 1200 865 SEEN_PREVIOUSLY 1142353
ACTION SNIPPET 1200 865 SEEN_PREVIOUSLY 726702
ACTION SNIPPET 1200 865 SEEN_PREVIOUSLY 1490381
ACTION SNIPPET 1200 865 SNIPPET_RELEVANT 557311
ACTION DOC 1200 885 EXAMINING_DOCUMENT 557311
ACTION MARK 1200 888 CONSIDERED_RELEVANT 557311
ACTION SNIPPET 1200 888 SEEN_PREVIOUSLY 372674
ACTION SNIPPET 1200 888 SEEN_PREVIOUSLY 291231
ACTION SNIPPET 1200 888 SNIPPET_NOT_RELEVANT 1371247
ACTION SNIPPET 1200 888 SEEN_PREVIOUSLY 1728581
ACTION SNIPPET 1200 888 SEEN_PREVIOUSLY 391008
ACTION SNIPPET 1200 888 SEEN_PREVIOUSLY 390748
ACTION SNIPPET 1200 888 SNIPPET_NOT_RELEVANT 1778005
ACTION SNIPPET 1200 888 SEEN_PREVIOUSLY 264198
ACTION SNIPPET 1200 888 SNIPPET_RELEVANT 555089
ACTION DOC 1200 908 EXAMINING_DOCUMENT 555089
ACTION SNIPPET 1200 908 SNIPPET_NOT_RELEVANT 796137
ACTION SNIPPET 1200 908 SEEN_PREVIOUSLY 467372
ACTION SNIPPET 1200 908 SNIPPET_NOT_RELEVANT 175295
ACTION SNIPPET 1200 908 SEEN_PREVIOUSLY 1769057
ACTION SNIPPET 1200 908 SEEN_PREVIOUSLY 372180
ACTION SNIPPET 1200 908 SEEN_PREVIOUSLY 389065
ACTION SNIPPET 1200 908 SNIPPET_RELEVANT 1785845
ACTION DOC 1200 928 EXAMINING_DOCUMENT 1785845
ACTION SNIPPET 1200 928 SEEN_PREVIOUSLY 176935
ACTION SNIPPET 1200 928 SNIPPET_NOT_RELEVANT 1139645
ACTION SNIPPET 1200 928 SEEN_PREVIOUSLY 45838
ACTION SNIPPET 1200 928 SEEN_PREVIOUSLY 726701
ACTION SNIPPET 1200 928 SNIPPET_RELEVANT 45108
ACTION DOC 1200 948 EXAMINING_DOCUMENT 45108
ACTION SNIPPET 1200 948 SNIPPET_RELEVANT 284673
ACTION DOC 1200 968 EXAMINING_DOCUMENT 284673
ACTION MARK 1200 971 CONSIDERED_RELEVANT 284673
ACTION SNIPPET 1200 971 SEEN_PREVIOUSLY 792143
ACTION SNIPPET 1200 971 SNIPPET_RELEVANT 1768766
ACTION DOC 1200 991 EXAMINING_DOCUMENT 1768766
ACTION QUERY 1200 1001 tropical storms life
ACTION SERP 1200 1006 EXAMINE_SERP
ACTION SNIPPET 1200 1006 SEEN_PREVIOUSLY 1768766
ACTION SNIPPET 1200 1006 SEEN_PREVIOUSLY 1490381
ACTION SNIPPET 1200 1006 SEEN_PREVIOUSLY 372674
ACTION SNIPPET 1200 1006 SEEN_PREVIOUSLY 291231
ACTION SNIPPET 1200 1006 SEEN_PREVIOUSLY 1728581
ACTION SNIPPET 1200 1006 SEEN_PREVIOUSLY 391008
ACTION SNIPPET 1200 1006 SEEN_PREVIOUSLY 390748
ACTION SNIPPET 1200 1006 SEEN_PREVIOUSLY 264198
ACTION SNIPPET 1200 1006 SNIPPET_RELEVANT 796137
ACTION DOC 1200 1026 EXAMINING_DOCUMENT 796137
ACTION SNIPPET 1200 1026 SEEN_PREVIOUSLY 467372
ACTION SNIPPET 1200 1026 SNIPPET_RELEVANT 175295
ACTION DOC 1200 1046 EXAMINING_DOCUMENT 175295
ACTION MARK 1200 1049 CONSIDERED_RELEVANT 175295
ACTION SNIPPET 1200 1049 SEEN_PREVIOUSLY 1769057
ACTION SNIPPET 1200 1049 SEEN_PREVIOUSLY 372180
ACTION SNIPPET 1200 1049 SEEN_PREVIOUSLY 389065
ACTION SNIPPET 1200 1049 SEEN_PREVIOUSLY 1785845
ACTION SNIPPET 1200 1049 SEEN_PREVIOUSLY 176935
ACTION SNIPPET 1200 1049 SNIPPET_NOT_RELEVANT 1139645
ACTION SNIPPET 1200 1049 SEEN_PREVIOUSLY 45838
ACTION SNIPPET 1200 1049 SEEN_PREVIOUSLY 726701
ACTION SNIPPET 1200 1049 SEEN_PREVIOUSLY 45108
ACTION SNIPPET 1200 1049 SEEN_PREVIOUSLY 284673
ACTION SNIPPET 1200 1049 SEEN_PREVIOUSLY 792143
ACTION SNIPPET 1200 1049 SNIPPET_RELEVANT 442826
ACTION DOC 1200 1069 EXAMINING_DOCUMENT 442826
ACTION MARK 1200 1072 CONSIDERED_RELEVANT 442826
ACTION SNIPPET 1200 1072 SEEN_PREVIOUSLY 1604408
ACTION SNIPPET 1200 1072 SNIPPET_NOT_RELEVANT 813352
ACTION SNIPPET 1200 1072 SNIPPET_RELEVANT 285115
ACTION DOC 1200 1092 EXAMINING_DOCUMENT 285115
ACTION MARK 1200 1095 CONSIDERED_RELEVANT 285115
ACTION SNIPPET 1200 1095 SEEN_PREVIOUSLY 254456
ACTION SNIPPET 1200 1095 SNIPPET_NOT_RELEVANT 552727
ACTION SNIPPET 1200 1095 SNIPPET_NOT_RELEVANT 1520497
ACTION SNIPPET 1200 1095 SNIPPET_RELEVANT 183257
ACTION DOC 1200 1115 EXAMINING_DOCUMENT 183257
ACTION SNIPPET 1200 1115 SNIPPET_NOT_RELEVANT 1698256
ACTION SNIPPET 1200 1115 SNIPPET_RELEVANT 257994
ACTION DOC 1200 1135 EXAMINING_DOCUMENT 257994
ACTION MARK 1200 1138 CONSIDERED_RELEVANT 257994
ACTION QUERY 1200 1148 tropical storms date
ACTION SERP 1200 1153 EXAMINE_SERP
ACTION SNIPPET 1200 1153 SEEN_PREVIOUSLY 372674
ACTION SNIPPET 1200 1153 SNIPPET_RELEVANT 1781711
ACTION DOC 1200 1173 EXAMINING_DOCUMENT 1781711
ACTION SNIPPET 1200 1173 SEEN_PREVIOUSLY 555089
ACTION SNIPPET 1200 1173 SEEN_PREVIOUSLY 291231
ACTION SNIPPET 1200 1173 SEEN_PREVIOUSLY 1728581
ACTION SNIPPET 1200 1173 SEEN_PREVIOUSLY 391008
ACTION SNIPPET 1200 1173 SEEN_PREVIOUSLY 390748
ACTION SNIPPET 1200 1173 SEEN_PREVIOUSLY 264198
ACTION SNIPPET 1200 1173 SEEN_PREVIOUSLY 796137
ACTION SNIPPET 1200 1173 SEEN_PREVIOUSLY 467372
ACTION SNIPPET 1200 1173 SNIPPET_NOT_RELEVANT 1764790
ACTION SNIPPET 1200 1173 SEEN_PREVIOUSLY 175295
ACTION SNIPPET 1200 1173 SEEN_PREVIOUSLY 1769057
ACTION SNIPPET 1200 1173 SEEN_PREVIOUSLY 372180
ACTION SNIPPET 1200 1173 SEEN_PREVIOUSLY 389065
ACTION SNIPPET 1200 1173 SEEN_PREVIOUSLY 1785845
ACTION SNIPPET 1200 1173 SEEN_PREVIOUSLY 176935
ACTION SNIPPET 1200 1173 SNIPPET_RELEVANT 1734767
ACTION DOC 1200 1193 EXAMINING_DOCUMENT 1734767
ACTION MARK 1200 1196 CONSIDERED_RELEVANT 1734767
ACTION SNIPPET 1200 1196 SNIPPET_RELEVANT 1139645
ACTION DOC 1200 1216 EXAMINING_DOCUMENT 1139645
INFO SUMMARY 
INFO TOTAL_QUERIES_ISSUED 9
INFO TOTAL_SNIPPETS_EXAMINED 154
INFO TOTAL_DOCUMENTS_EXAMINED 50
INFO TOTAL_DOCUMENTS_MARKED_RELEVANT 27
INFO TOTAL_ATTRACTIVE_SERP_IMPRESSIONS 9
INFO TOTAL_UNATTRACTIVE_SERP_IMPRESSIONS 0
