ACTION START 1200 0 START
ACTION SNIPPET 1200 291 SNIPPET_RELEVANT 1065912
ACTION DOC 1200 311 EXAMINING_DOCUMENT 1065912
ACTION SNIPPET 1200 311 SNIPPET_RELEVANT 1237317
ACTION DOC 1200 331 EXAMINING_DOCUMENT 1237317
ACTION SNIPPET 1200 331 SNIPPET_RELEVANT 1282676
ACTION DOC 1200 351 EXAMINING_DOCUMENT 1282676
ACTION MARK 1200 354 CONSIDERED_RELEVANT 1282676
ACTION SNIPPET 1200 354 SNIPPET_RELEVANT 1002228
ACTION DOC 1200 374 EXAMINING_DOCUMENT 1002228
ACTION SNIPPET 1200 374 SEEN_PREVIOUSLY 1483748
ACTION SNIPPET 1200 374 SNIPPET_RELEVANT 1232640
ACTION DOC 1200 394 EXAMINING_DOCUMENT 1232640
ACTION MARK 1200 397 CONSIDERED_RELEVANT 1232640
ACTION SNIPPET 1200 397 SNIPPET_RELEVANT 1131434
ACTION DOC 1200 417 EXAMINING_DOCUMENT 1131434
ACTION QUERY 1200 427 Mirjana Markovic
ACTION SERP 1200 432 EXAMINE_SERP
ACTION SNIPPET 1200 432 SEEN_PREVIOUSLY 1111696
ACTION SNIPPET 1200 432 SNIPPET_RELEVANT 1276231
ACTION DOC 1200 452 EXAMINING_DOCUMENT 1276231
ACTION SNIPPET 1200 452 SEEN_PREVIOUSLY 1276013
ACTION SNIPPET 1200 452 SNIPPET_RELEVANT 781497
ACTION DOC 1200 472 EXAMINING_DOCUMENT 781497
ACTION MARK 1200 475 CONSIDERED_RELEVANT 781497
ACTION SNIPPET 1200 475 SNIPPET_RELEVANT 1746708
ACTION DOC 1200 495 EXAMINING_DOCUMENT 1746708
ACTION MARK 1200 498 CONSIDERED_RELEVANT 1746708
ACTION SNIPPET 1200 498 SNIPPET_RELEVANT 1109989
ACTION DOC 1200 518 EXAMINING_DOCUMENT 1109989
ACTION SNIPPET 1200 518 SNIPPET_RELEVANT 1273834
ACTION DOC 1200 538 EXAMINING_DOCUMENT 1273834
ACTION SNIPPET 1200 538 SNIPPET_RELEVANT 1305509
ACTION DOC 1200 558 EXAMINING_DOCUMENT 1305509
ACTION QUERY 1200 568 Slobodan Milosevic wife
ACTION SERP 1200 573 EXAMINE_SERP
ACTION SNIPPET 1200 573 SEEN_PREVIOUSLY 1311050
ACTION SNIPPET 1200 573 SEEN_PREVIOUSLY 1483748
ACTION SNIPPET 1200 573 SNIPPET_RELEVANT 1322096
ACTION DOC 1200 593 EXAMINING_DOCUMENT 1322096
ACTION SNIPPET 1200 593 SNIPPET_RELEVANT 1249400
ACTION DOC 1200 613 EXAMINING_DOCUMENT 1249400
ACTION SNIPPET 1200 613 SNIPPET_RELEVANT 1417560
ACTION DOC 1200 633 EXAMINING_DOCUMENT 1417560
ACTION MARK 1200 636 CONSIDERED_RELEVANT 1417560
ACTION SNIPPET 1200 636 SNIPPET_RELEVANT 187772
ACTION DOC 1200 656 EXAMINING_DOCUMENT 187772
ACTION SNIPPET 1200 656 SNIPPET_RELEVANT 1742295
ACTION DOC 1200 676 EXAMINING_DOCUMENT 1742295
ACTION MARK 1200 679 CONSIDERED_RELEVANT 1742295
ACTION SNIPPET 1200 679 SEEN_PREVIOUSLY 1746965
ACTION SNIPPET 1200 679 SNIPPET_RELEVANT 1304568
ACTION DOC 1200 699 EXAMINING_DOCUMENT 1304568
ACTION QUERY 1200 709 Milosevic family influence
ACTION SERP 1200 714 EXAMINE_SERP
ACTION SNIPPET 1200 714 SNIPPET_RELEVANT 1360689
ACTION DOC 1200 734 EXAMINING_DOCUMENT 1360689
ACTION SNIPPET 1200 734 SNIPPET_RELEVANT 1746766
ACTION DOC 1200 754 EXAMINING_DOCUMENT 1746766
ACTION SNIPPET 1200 754 SNIPPET_RELEVANT 766460
ACTION DOC 1200 774 EXAMINING_DOCUMENT 766460
ACTION SNIPPET 1200 774 SEEN_PREVIOUSLY 1111696
ACTION SNIPPET 1200 774 SEEN_PREVIOUSLY 1746965
ACTION SNIPPET 1200 774 SEEN_PREVIOUSLY 1282676
ACTION SNIPPET 1200 774 SEEN_PREVIOUSLY 781497
ACTION SNIPPET 1200 774 SNIPPET_RELEVANT 1544329
ACTION DOC 1200 794 EXAMINING_DOCUMENT 1544329
ACTION SNIPPET 1200 794 SNIPPET_RELEVANT 1132728
ACTION DOC 1200 814 EXAMINING_DOCUMENT 1132728
ACTION MARK 1200 817 CONSIDERED_RELEVANT 1132728
ACTION SNIPPET 1200 817 SNIPPET_RELEVANT 1237889
ACTION DOC 1200 837 EXAMINING_DOCUMENT 1237889
ACTION QUERY 1200 847 Mira Milosevic
ACTION SERP 1200 852 EXAMINE_SERP
ACTION SNIPPET 1200 852 SEEN_PREVIOUSLY 1746965
ACTION SNIPPET 1200 852 SEEN_PREVIOUSLY 1311050
ACTION SNIPPET 1200 852 SEEN_PREVIOUSLY 1483748
ACTION SNIPPET 1200 852 SNIPPET_RELEVANT 945810
ACTION DOC 1200 872 EXAMINING_DOCUMENT 945810
ACTION SNIPPET 1200 872 SEEN_PREVIOUSLY 1002228
ACTION SNIPPET 1200 872 SNIPPET_RELEVANT 817012
ACTION DOC 1200 892 EXAMINING_DOCUMENT 817012
ACTION MARK 1200 895 CONSIDERED_RELEVANT 817012
ACTION SNIPPET 1200 895 SNIPPET_RELEVANT 1282479
ACTION DOC 1200 915 EXAMINING_DOCUMENT 1282479
ACTION SNIPPET 1200 915 SNIPPET_RELEVANT 1116385
ACTION DOC 1200 935 EXAMINING_DOCUMENT 1116385
ACTION SNIPPET 1200 935 SEEN_PREVIOUSLY 1091794
ACTION SNIPPET 1200 935 SNIPPET_RELEVANT 1607906
ACTION DOC 1200 955 EXAMINING_DOCUMENT 1607906
ACTION SNIPPET 1200 955 SEEN_PREVIOUSLY 1111696
ACTION SNIPPET 1200 955 SNIPPET_RELEVANT 1125420
ACTION DOC 1200 975 EXAMINING_DOCUMENT 1125420
ACTION QUERY 1200 985 Slobodan Milosevic family
ACTION SERP 1200 990 EXAMINE_SERP
ACTION SNIPPET 1200 990 SEEN_PREVIOUSLY 1746965
ACTION SNIPPET 1200 990 SNIPPET_RELEVANT 1367431
ACTION DOC 1200 1010 EXAMINING_DOCUMENT 1367431
ACTION SNIPPET 1200 1010 SNIPPET_RELEVANT 1237484
ACTION DOC 1200 1030 EXAMINING_DOCUMENT 1237484
ACTION SNIPPET 1200 1030 SNIPPET_RELEVANT 276750
ACTION DOC 1200 1050 EXAMINING_DOCUMENT 276750
ACTION SNIPPET 1200 1050 SEEN_PREVIOUSLY 1322096
ACTION SNIPPET 1200 1050 SNIPPET_RELEVANT 1364459
ACTION DOC 1200 1070 EXAMINING_DOCUMENT 1364459
ACTION SNIPPET 1200 1070 SEEN_PREVIOUSLY 945810
ACTION SNIPPET 1200 1070 SNIPPET_RELEVANT 1438370
ACTION DOC 1200 1090 EXAMINING_DOCUMENT 1438370
ACTION SNIPPET 1200 1090 SNIPPET_RELEVANT 1371202
ACTION DOC 1200 1110 EXAMINING_DOCUMENT 1371202
ACTION QUERY 1200 1120 Mila Markovic
ACTION SERP 1200 1125 EXAMINE_SERP
ACTION SNIPPET 1200 1125 SNIPPET_RELEVANT 210025
ACTION DOC 1200 1145 EXAMINING_DOCUMENT 210025
ACTION SNIPPET 1200 1145 SNIPPET_RELEVANT 1730894
ACTION DOC 1200 1165 EXAMINING_DOCUMENT 1730894
ACTION SNIPPET 1200 1165 SNIPPET_RELEVANT 1844752
ACTION DOC 1200 1185 EXAMINING_DOCUMENT 1844752
ACTION SNIPPET 1200 1185 SNIPPET_RELEVANT 1680045
ACTION DOC 1200 1205 EXAMINING_DOCUMENT 1680045
INFO SUMMARY 
INFO TOTAL_QUERIES_ISSUED 9
INFO TOTAL_SNIPPETS_EXAMINED 72
INFO TOTAL_DOCUMENTS_EXAMINED 52
INFO TOTAL_DOCUMENTS_MARKED_RELEVANT 10
INFO TOTAL_ATTRACTIVE_SERP_IMPRESSIONS 9
INFO TOTAL_UNATTRACTIVE_SERP_IMPRESSIONS 0
