ACTION START 1200 0 START
ACTION DOC 1200 315 EXAMINING_DOCUMENT 1631470
ACTION MARK 1200 318 CONSIDERED_RELEVANT 1631470
ACTION SNIPPET 1200 318 SNIPPET_RELEVANT 570978
ACTION DOC 1200 338 EXAMINING_DOCUMENT 570978
ACTION MARK 1200 341 CONSIDERED_RELEVANT 570978
ACTION SNIPPET 1200 341 SNIPPET_RELEVANT 486391
ACTION DOC 1200 361 EXAMINING_DOCUMENT 486391
ACTION MARK 1200 364 CONSIDERED_RELEVANT 486391
ACTION SNIPPET 1200 364 SNIPPET_RELEVANT 271103
ACTION DOC 1200 384 EXAMINING_DOCUMENT 271103
ACTION MARK 1200 387 CONSIDERED_RELEVANT 271103
ACTION SNIPPET 1200 387 SNIPPET_RELEVANT 239164
ACTION DOC 1200 407 EXAMINING_DOCUMENT 239164
ACTION MARK 1200 410 CONSIDERED_RELEVANT 239164
ACTION QUERY 1200 420 clean energy
ACTION SERP 1200 425 EXAMINE_SERP
ACTION SNIPPET 1200 425 SNIPPET_RELEVANT 1811107
ACTION DOC 1200 445 EXAMINING_DOCUMENT 1811107
ACTION SNIPPET 1200 445 SNIPPET_RELEVANT 1754862
ACTION DOC 1200 465 EXAMINING_DOCUMENT 1754862
ACTION SNIPPET 1200 465 SNIPPET_RELEVANT 1737245
ACTION DOC 1200 485 EXAMINING_DOCUMENT 1737245
ACTION SNIPPET 1200 485 SNIPPET_RELEVANT 1682139
ACTION DOC 1200 505 EXAMINING_DOCUMENT 1682139
ACTION SNIPPET 1200 505 SNIPPET_RELEVANT 763138
ACTION DOC 1200 525 EXAMINING_DOCUMENT 763138
ACTION SNIPPET 1200 525 SNIPPET_RELEVANT 285511
ACTION DOC 1200 545 EXAMINING_DOCUMENT 285511
ACTION QUERY 1200 555 renewable hydrogen
ACTION SERP 1200 560 EXAMINE_SERP
ACTION SNIPPET 1200 560 SEEN_PREVIOUSLY 1507525
ACTION SNIPPET 1200 560 SEEN_PREVIOUSLY 1461542
ACTION SNIPPET 1200 560 SNIPPET_RELEVANT 1470357
ACTION DOC 1200 580 EXAMINING_DOCUMENT 1470357
ACTION MARK 1200 583 CONSIDERED_RELEVANT 1470357
ACTION SNIPPET 1200 583 SNIPPET_RELEVANT 1497519
ACTION DOC 1200 603 EXAMINING_DOCUMENT 1497519
ACTION MARK 1200 606 CONSIDERED_RELEVANT 1497519
ACTION SNIPPET 1200 606 SEEN_PREVIOUSLY 1742839
ACTION SNIPPET 1200 606 SEEN_PREVIOUSLY 1534757
ACTION SNIPPET 1200 606 SNIPPET_RELEVANT 1432263
ACTION DOC 1200 626 EXAMINING_DOCUMENT 1432263
ACTION MARK 1200 629 CONSIDERED_RELEVANT 1432263
ACTION SNIPPET 1200 629 SNIPPET_RELEVANT 1848545
ACTION DOC 1200 649 EXAMINING_DOCUMENT 1848545
ACTION SNIPPET 1200 649 SNIPPET_RELEVANT 1464481
ACTION DOC 1200 669 EXAMINING_DOCUMENT 1464481
ACTION MARK 1200 672 CONSIDERED_RELEVANT 1464481
ACTION SNIPPET 1200 672 SNIPPET_RELEVANT 523920
ACTION DOC 1200 692 EXAMINING_DOCUMENT 523920
ACTION MARK 1200 695 CONSIDERED_RELEVANT 523920
ACTION QUERY 1200 705 energy storage
ACTION SERP 1200 710 EXAMINE_SERP
ACTION SNIPPET 1200 710 SNIPPET_RELEVANT 817967
ACTION DOC 1200 730 EXAMINING_DOCUMENT 817967
ACTION SNIPPET 1200 730 SNIPPET_RELEVANT 1748312
ACTION DOC 1200 750 EXAMINING_DOCUMENT 1748312
ACTION SNIPPET 1200 750 SNIPPET_RELEVANT 1677959
ACTION DOC 1200 770 EXAMINING_DOCUMENT 1677959
ACTION SNIPPET 1200 770 SNIPPET_RELEVANT 1087796
ACTION DOC 1200 790 EXAMINING_DOCUMENT 1087796
ACTION SNIPPET 1200 790 SNIPPET_RELEVANT 643927
ACTION DOC 1200 810 EXAMINING_DOCUMENT 643927
ACTION SNIPPET 1200 810 SNIPPET_RELEVANT 653574
ACTION DOC 1200 830 EXAMINING_DOCUMENT 653574
ACTION QUERY 1200 840 hydrogen power
ACTION SERP 1200 845 EXAMINE_SERP
ACTION SNIPPET 1200 845 SEEN_PREVIOUSLY 148096
ACTION SNIPPET 1200 845 SEEN_PREVIOUSLY 1461542
ACTION SNIPPET 1200 845 SEEN_PREVIOUSLY 1534757
ACTION SNIPPET 1200 845 SEEN_PREVIOUSLY 1556630
ACTION SNIPPET 1200 845 SEEN_PREVIOUSLY 1843716
ACTION SNIPPET 1200 845 SNIPPET_RELEVANT 579370
ACTION DOC 1200 865 EXAMINING_DOCUMENT 579370
ACTION MARK 1200 868 CONSIDERED_RELEVANT 579370
ACTION SNIPPET 1200 868 SEEN_PREVIOUSLY 379451
ACTION SNIPPET 1200 868 SNIPPET_RELEVANT 1843730
ACTION DOC 1200 888 EXAMINING_DOCUMENT 1843730
ACTION MARK 1200 891 CONSIDERED_RELEVANT 1843730
ACTION SNIPPET 1200 891 SEEN_PREVIOUSLY 1742839
ACTION SNIPPET 1200 891 SNIPPET_RELEVANT 296707
ACTION DOC 1200 911 EXAMINING_DOCUMENT 296707
ACTION MARK 1200 914 CONSIDERED_RELEVANT 296707
ACTION SNIPPET 1200 914 SNIPPET_RELEVANT 1469877
ACTION DOC 1200 934 EXAMINING_DOCUMENT 1469877
ACTION MARK 1200 937 CONSIDERED_RELEVANT 1469877
ACTION SNIPPET 1200 937 SEEN_PREVIOUSLY 1677826
ACTION SNIPPET 1200 937 SEEN_PREVIOUSLY 1464481
ACTION SNIPPET 1200 937 SNIPPET_RELEVANT 286579
ACTION DOC 1200 957 EXAMINING_DOCUMENT 286579
ACTION MARK 1200 960 CONSIDERED_RELEVANT 286579
ACTION QUERY 1200 970 sustainable fuel
ACTION SERP 1200 975 EXAMINE_SERP
ACTION SNIPPET 1200 975 SNIPPET_RELEVANT 1842601
ACTION DOC 1200 995 EXAMINING_DOCUMENT 1842601
ACTION SNIPPET 1200 995 SNIPPET_RELEVANT 1844471
ACTION DOC 1200 1015 EXAMINING_DOCUMENT 1844471
ACTION SNIPPET 1200 1015 SNIPPET_RELEVANT 1300817
ACTION DOC 1200 1035 EXAMINING_DOCUMENT 1300817
ACTION SNIPPET 1200 1035 SNIPPET_RELEVANT 1762135
ACTION DOC 1200 1055 EXAMINING_DOCUMENT 1762135
ACTION SNIPPET 1200 1055 SNIPPET_RELEVANT 767867
ACTION DOC 1200 1075 EXAMINING_DOCUMENT 767867
ACTION SNIPPET 1200 1075 SNIPPET_RELEVANT 1448866
ACTION DOC 1200 1095 EXAMINING_DOCUMENT 1448866
ACTION MARK 1200 1098 CONSIDERED_RELEVANT 1448866
ACTION QUERY 1200 1108 green energy
ACTION SERP 1200 1113 EXAMINE_SERP
ACTION SNIPPET 1200 1113 SNIPPET_RELEVANT 1210606
ACTION DOC 1200 1133 EXAMINING_DOCUMENT 1210606
ACTION SNIPPET 1200 1133 SNIPPET_RELEVANT 1800070
ACTION DOC 1200 1153 EXAMINING_DOCUMENT 1800070
ACTION SNIPPET 1200 1153 SNIPPET_RELEVANT 1664310
ACTION DOC 1200 1173 EXAMINING_DOCUMENT 1664310
ACTION SNIPPET 1200 1173 SNIPPET_RELEVANT 1134325
ACTION DOC 1200 1193 EXAMINING_DOCUMENT 1134325
ACTION SNIPPET 1200 1193 SNIPPET_RELEVANT 1807610
ACTION DOC 1200 1213 EXAMINING_DOCUMENT 1807610
INFO SUMMARY 
INFO TOTAL_QUERIES_ISSUED 9
INFO TOTAL_SNIPPETS_EXAMINED 64
INFO TOTAL_DOCUMENTS_EXAMINED 50
INFO TOTAL_DOCUMENTS_MARKED_RELEVANT 26
INFO TOTAL_ATTRACTIVE_SERP_IMPRESSIONS 9
INFO TOTAL_UNATTRACTIVE_SERP_IMPRESSIONS 0
