ACTION START 1200 0 START
ACTION QUERY 1200 10 food stamps increase
ACTION SERP 1200 15 EXAMINE_SERP
ACTION MARK 1200 300 CONSIDERED_RELEVANT 868787
ACTION QUERY 1200 310 SNAP program expansion
ACTION SERP 1200 315 EXAMINE_SERP
ACTION SNIPPET 1200 315 SNIPPET_NOT_RELEVANT 1443700
ACTION SNIPPET 1200 315 SNIPPET_NOT_RELEVANT 593889
ACTION SNIPPET 1200 315 SNIPPET_RELEVANT 1492646
ACTION DOC 1200 335 EXAMINING_DOCUMENT 1492646
ACTION SNIPPET 1200 335 SNIPPET_NOT_RELEVANT 1215832
ACTION SNIPPET 1200 335 SNIPPET_RELEVANT 387048
ACTION DOC 1200 355 EXAMINING_DOCUMENT 387048
ACTION SNIPPET 1200 355 SNIPPET_RELEVANT 231397
ACTION DOC 1200 375 EXAMINING_DOCUMENT 231397
ACTION SNIPPET 1200 375 SNIPPET_RELEVANT 715755
ACTION DOC 1200 395 EXAMINING_DOCUMENT 715755
ACTION MARK 1200 398 CONSIDERED_RELEVANT 715755
ACTION SNIPPET 1200 398 SNIPPET_RELEVANT 1328536
ACTION DOC 1200 418 EXAMINING_DOCUMENT 1328536
ACTION SNIPPET 1200 418 SNIPPET_RELEVANT 639890
ACTION DOC 1200 438 EXAMINING_DOCUMENT 639890
ACTION QUERY 1200 448 increase in food aid
ACTION SERP 1200 453 EXAMINE_SERP
ACTION SNIPPET 1200 453 SEEN_PREVIOUSLY 546738
ACTION SNIPPET 1200 453 SEEN_PREVIOUSLY 378037
ACTION SNIPPET 1200 453 SEEN_PREVIOUSLY 345231
ACTION SNIPPET 1200 453 SEEN_PREVIOUSLY 1444144
ACTION SNIPPET 1200 453 SNIPPET_NOT_RELEVANT 1717387
ACTION SNIPPET 1200 453 SNIPPET_RELEVANT 1643473
ACTION DOC 1200 473 EXAMINING_DOCUMENT 1643473
ACTION SNIPPET 1200 473 SNIPPET_NOT_RELEVANT 159159
ACTION SNIPPET 1200 473 SNIPPET_NOT_RELEVANT 1233238
ACTION SNIPPET 1200 473 SNIPPET_NOT_RELEVANT 84879
ACTION SNIPPET 1200 473 SNIPPET_RELEVANT 1807830
ACTION DOC 1200 493 EXAMINING_DOCUMENT 1807830
ACTION MARK 1200 496 CONSIDERED_RELEVANT 1807830
ACTION SNIPPET 1200 496 SNIPPET_RELEVANT 87700
ACTION DOC 1200 516 EXAMINING_DOCUMENT 87700
ACTION SNIPPET 1200 516 SNIPPET_NOT_RELEVANT 52800
ACTION SNIPPET 1200 516 SNIPPET_NOT_RELEVANT 1513066
ACTION SNIPPET 1200 516 SNIPPET_NOT_RELEVANT 1139932
ACTION SNIPPET 1200 516 SNIPPET_RELEVANT 51806
ACTION DOC 1200 536 EXAMINING_DOCUMENT 51806
ACTION SNIPPET 1200 536 SNIPPET_NOT_RELEVANT 657509
ACTION SNIPPET 1200 536 SNIPPET_NOT_RELEVANT 983731
ACTION SNIPPET 1200 536 SNIPPET_RELEVANT 824907
ACTION DOC 1200 556 EXAMINING_DOCUMENT 824907
ACTION MARK 1200 559 CONSIDERED_RELEVANT 824907
ACTION SNIPPET 1200 559 SNIPPET_RELEVANT 1441716
ACTION DOC 1200 579 EXAMINING_DOCUMENT 1441716
ACTION QUERY 1200 589 food assistance growth
ACTION SERP 1200 594 EXAMINE_SERP
ACTION SNIPPET 1200 594 SNIPPET_RELEVANT 1547237
ACTION DOC 1200 614 EXAMINING_DOCUMENT 1547237
ACTION MARK 1200 617 CONSIDERED_RELEVANT 1547237
ACTION SNIPPET 1200 617 SNIPPET_NOT_RELEVANT 494672
ACTION SNIPPET 1200 617 SNIPPET_RELEVANT 1141249
ACTION DOC 1200 637 EXAMINING_DOCUMENT 1141249
ACTION MARK 1200 640 CONSIDERED_RELEVANT 1141249
ACTION SNIPPET 1200 640 SNIPPET_NOT_RELEVANT 891886
ACTION SNIPPET 1200 640 SNIPPET_RELEVANT 346101
ACTION DOC 1200 660 EXAMINING_DOCUMENT 346101
ACTION MARK 1200 663 CONSIDERED_RELEVANT 346101
ACTION SNIPPET 1200 663 SEEN_PREVIOUSLY 747191
ACTION SNIPPET 1200 663 SNIPPET_NOT_RELEVANT 748788
ACTION SNIPPET 1200 663 SNIPPET_NOT_RELEVANT 1683689
ACTION SNIPPET 1200 663 SNIPPET_NOT_RELEVANT 890727
ACTION SNIPPET 1200 663 SNIPPET_RELEVANT 708888
ACTION DOC 1200 683 EXAMINING_DOCUMENT 708888
ACTION MARK 1200 686 CONSIDERED_RELEVANT 708888
ACTION SNIPPET 1200 686 SNIPPET_RELEVANT 305019
ACTION DOC 1200 706 EXAMINING_DOCUMENT 305019
ACTION MARK 1200 709 CONSIDERED_RELEVANT 305019
ACTION QUERY 1200 719 more people on food stamps
ACTION SERP 1200 724 EXAMINE_SERP
ACTION SNIPPET 1200 724 SEEN_PREVIOUSLY 747191
ACTION SNIPPET 1200 724 SEEN_PREVIOUSLY 1087831
ACTION SNIPPET 1200 724 SNIPPET_RELEVANT 1123307
ACTION DOC 1200 744 EXAMINING_DOCUMENT 1123307
ACTION SNIPPET 1200 744 SNIPPET_NOT_RELEVANT 1342829
ACTION SNIPPET 1200 744 SNIPPET_NOT_RELEVANT 746345
ACTION SNIPPET 1200 744 SEEN_PREVIOUSLY 1847164
ACTION SNIPPET 1200 744 SNIPPET_NOT_RELEVANT 1064200
ACTION SNIPPET 1200 744 SNIPPET_RELEVANT 1756984
ACTION DOC 1200 764 EXAMINING_DOCUMENT 1756984
ACTION MARK 1200 767 CONSIDERED_RELEVANT 1756984
ACTION SNIPPET 1200 767 SEEN_PREVIOUSLY 598802
ACTION SNIPPET 1200 767 SEEN_PREVIOUSLY 1697024
ACTION SNIPPET 1200 767 SNIPPET_RELEVANT 1629055
ACTION DOC 1200 787 EXAMINING_DOCUMENT 1629055
ACTION SNIPPET 1200 787 SEEN_PREVIOUSLY 483926
ACTION SNIPPET 1200 787 SNIPPET_RELEVANT 747575
ACTION DOC 1200 807 EXAMINING_DOCUMENT 747575
ACTION SNIPPET 1200 807 SNIPPET_RELEVANT 658223
ACTION DOC 1200 827 EXAMINING_DOCUMENT 658223
ACTION SNIPPET 1200 827 SNIPPET_NOT_RELEVANT 1452777
ACTION SNIPPET 1200 827 SNIPPET_RELEVANT 1591557
ACTION DOC 1200 847 EXAMINING_DOCUMENT 1591557
ACTION MARK 1200 850 CONSIDERED_RELEVANT 1591557
ACTION QUERY 1200 860 food stamp eligibility changes
ACTION SERP 1200 865 EXAMINE_SERP
ACTION SNIPPET 1200 865 SEEN_PREVIOUSLY 1123307
ACTION SNIPPET 1200 865 SEEN_PREVIOUSLY 1847164
ACTION SNIPPET 1200 865 SNIPPET_RELEVANT 1000843
ACTION DOC 1200 885 EXAMINING_DOCUMENT 1000843
ACTION MARK 1200 888 CONSIDERED_RELEVANT 1000843
ACTION SNIPPET 1200 888 SEEN_PREVIOUSLY 1087831
ACTION SNIPPET 1200 888 SNIPPET_NOT_RELEVANT 198186
ACTION SNIPPET 1200 888 SNIPPET_NOT_RELEVANT 1638571
ACTION SNIPPET 1200 888 SNIPPET_RELEVANT 1060859
ACTION DOC 1200 908 EXAMINING_DOCUMENT 1060859
ACTION SNIPPET 1200 908 SEEN_PREVIOUSLY 1755181
ACTION SNIPPET 1200 908 SNIPPET_NOT_RELEVANT 746341
ACTION SNIPPET 1200 908 SNIPPET_NOT_RELEVANT 748788
ACTION SNIPPET 1200 908 SNIPPET_RELEVANT 893285
ACTION DOC 1200 928 EXAMINING_DOCUMENT 893285
ACTION SNIPPET 1200 928 SEEN_PREVIOUSLY 546738
ACTION SNIPPET 1200 928 SNIPPET_NOT_RELEVANT 1417076
ACTION SNIPPET 1200 928 SNIPPET_RELEVANT 1273848
ACTION DOC 1200 948 EXAMINING_DOCUMENT 1273848
ACTION SNIPPET 1200 948 SNIPPET_RELEVANT 1589213
ACTION DOC 1200 968 EXAMINING_DOCUMENT 1589213
ACTION MARK 1200 971 CONSIDERED_RELEVANT 1589213
ACTION SNIPPET 1200 971 SNIPPET_RELEVANT 1451428
ACTION DOC 1200 991 EXAMINING_DOCUMENT 1451428
ACTION QUERY 1200 1001 expansion of food stamp program
ACTION SERP 1200 1006 EXAMINE_SERP
ACTION SNIPPET 1200 1006 SNIPPET_RELEVANT 205425
ACTION DOC 1200 1026 EXAMINING_DOCUMENT 205425
ACTION SNIPPET 1200 1026 SNIPPET_RELEVANT 1080369
ACTION DOC 1200 1046 EXAMINING_DOCUMENT 1080369
ACTION MARK 1200 1049 CONSIDERED_RELEVANT 1080369
ACTION SNIPPET 1200 1049 SNIPPET_NOT_RELEVANT 93120
ACTION SNIPPET 1200 1049 SEEN_PREVIOUSLY 378037
ACTION SNIPPET 1200 1049 SEEN_PREVIOUSLY 1273848
ACTION SNIPPET 1200 1049 SNIPPET_RELEVANT 1459482
ACTION DOC 1200 1069 EXAMINING_DOCUMENT 1459482
ACTION MARK 1200 1072 CONSIDERED_RELEVANT 1459482
ACTION SNIPPET 1200 1072 SNIPPET_NOT_RELEVANT 726972
ACTION SNIPPET 1200 1072 SEEN_PREVIOUSLY 747191
ACTION SNIPPET 1200 1072 SNIPPET_RELEVANT 193204
ACTION DOC 1200 1092 EXAMINING_DOCUMENT 193204
ACTION MARK 1200 1095 CONSIDERED_RELEVANT 193204
ACTION SNIPPET 1200 1095 SNIPPET_NOT_RELEVANT 746345
ACTION SNIPPET 1200 1095 SNIPPET_NOT_RELEVANT 1342829
ACTION SNIPPET 1200 1095 SEEN_PREVIOUSLY 1847164
ACTION SNIPPET 1200 1095 SEEN_PREVIOUSLY 1087831
ACTION SNIPPET 1200 1095 SEEN_PREVIOUSLY 1591557
ACTION SNIPPET 1200 1095 SNIPPET_RELEVANT 198186
ACTION DOC 1200 1115 EXAMINING_DOCUMENT 198186
ACTION SNIPPET 1200 1115 SNIPPET_NOT_RELEVANT 745312
ACTION SNIPPET 1200 1115 SEEN_PREVIOUSLY 747575
ACTION SNIPPET 1200 1115 SNIPPET_RELEVANT 183083
ACTION DOC 1200 1135 EXAMINING_DOCUMENT 183083
ACTION MARK 1200 1138 CONSIDERED_RELEVANT 183083
ACTION QUERY 1200 1148 rise in food stamp recipients
ACTION SERP 1200 1153 EXAMINE_SERP
ACTION SNIPPET 1200 1153 SEEN_PREVIOUSLY 747191
ACTION SNIPPET 1200 1153 SNIPPET_RELEVANT 1452777
ACTION DOC 1200 1173 EXAMINING_DOCUMENT 1452777
ACTION SNIPPET 1200 1173 SEEN_PREVIOUSLY 483926
ACTION SNIPPET 1200 1173 SNIPPET_NOT_RELEVANT 910406
ACTION SNIPPET 1200 1173 SEEN_PREVIOUSLY 546738
ACTION SNIPPET 1200 1173 SEEN_PREVIOUSLY 378037
ACTION SNIPPET 1200 1173 SNIPPET_RELEVANT 753086
ACTION DOC 1200 1193 EXAMINING_DOCUMENT 753086
ACTION MARK 1200 1196 CONSIDERED_RELEVANT 753086
ACTION SNIPPET 1200 1196 SNIPPET_RELEVANT 164266
ACTION DOC 1200 1216 EXAMINING_DOCUMENT 164266
INFO SUMMARY 
INFO TOTAL_QUERIES_ISSUED 9
INFO TOTAL_SNIPPETS_EXAMINED 120
INFO TOTAL_DOCUMENTS_EXAMINED 50
INFO TOTAL_DOCUMENTS_MARKED_RELEVANT 27
INFO TOTAL_ATTRACTIVE_SERP_IMPRESSIONS 9
INFO TOTAL_UNATTRACTIVE_SERP_IMPRESSIONS 0
