ACTION START 1200 0 START
ACTION SNIPPET 1200 679 SNIPPET_RELEVANT 1249400
ACTION DOC 1200 699 EXAMINING_DOCUMENT 1249400
ACTION QUERY 1200 709 Slobodan Milosevic family
ACTION SERP 1200 714 EXAMINE_SERP
ACTION SNIPPET 1200 714 SEEN_PREVIOUSLY 1746965
ACTION SNIPPET 1200 714 SNIPPET_RELEVANT 1367431
ACTION DOC 1200 734 EXAMINING_DOCUMENT 1367431
ACTION SNIPPET 1200 734 SNIPPET_RELEVANT 1237484
ACTION DOC 1200 754 EXAMINING_DOCUMENT 1237484
ACTION SNIPPET 1200 754 SNIPPET_RELEVANT 276750
ACTION DOC 1200 774 EXAMINING_DOCUMENT 276750
ACTION SNIPPET 1200 774 SNIPPET_RELEVANT 1322096
ACTION DOC 1200 794 EXAMINING_DOCUMENT 1322096
ACTION SNIPPET 1200 794 SNIPPET_RELEVANT 1364459
ACTION DOC 1200 814 EXAMINING_DOCUMENT 1364459
ACTION SNIPPET 1200 814 SEEN_PREVIOUSLY 945810
ACTION SNIPPET 1200 814 SNIPPET_RELEVANT 1438370
ACTION DOC 1200 834 EXAMINING_DOCUMENT 1438370
ACTION QUERY 1200 844 Mirjana Markovic Serbia
ACTION SERP 1200 849 EXAMINE_SERP
ACTION SNIPPET 1200 849 SEEN_PREVIOUSLY 1276231
ACTION SNIPPET 1200 849 SEEN_PREVIOUSLY 1273834
ACTION SNIPPET 1200 849 SEEN_PREVIOUSLY 1478169
ACTION SNIPPET 1200 849 SEEN_PREVIOUSLY 1111696
ACTION SNIPPET 1200 849 SEEN_PREVIOUSLY 1100239
ACTION SNIPPET 1200 849 SEEN_PREVIOUSLY 781497
ACTION SNIPPET 1200 849 SEEN_PREVIOUSLY 1746708
ACTION SNIPPET 1200 849 SEEN_PREVIOUSLY 1479325
ACTION SNIPPET 1200 849 SEEN_PREVIOUSLY 1249400
ACTION SNIPPET 1200 849 SNIPPET_RELEVANT 901523
ACTION DOC 1200 869 EXAMINING_DOCUMENT 901523
ACTION SNIPPET 1200 869 SNIPPET_RELEVANT 1747176
ACTION DOC 1200 889 EXAMINING_DOCUMENT 1747176
ACTION SNIPPET 1200 889 SNIPPET_RELEVANT 816283
ACTION DOC 1200 909 EXAMINING_DOCUMENT 816283
ACTION SNIPPET 1200 909 SNIPPET_RELEVANT 1304568
ACTION DOC 1200 929 EXAMINING_DOCUMENT 1304568
ACTION SNIPPET 1200 929 SEEN_PREVIOUSLY 1065912
ACTION SNIPPET 1200 929 SNIPPET_RELEVANT 887703
ACTION DOC 1200 949 EXAMINING_DOCUMENT 887703
ACTION SNIPPET 1200 949 SEEN_PREVIOUSLY 1273618
ACTION SNIPPET 1200 949 SNIPPET_RELEVANT 1747390
ACTION DOC 1200 969 EXAMINING_DOCUMENT 1747390
ACTION QUERY 1200 979 Mila Milosevic
ACTION SERP 1200 984 EXAMINE_SERP
ACTION SNIPPET 1200 984 SNIPPET_RELEVANT 1112448
ACTION DOC 1200 1004 EXAMINING_DOCUMENT 1112448
ACTION SNIPPET 1200 1004 SNIPPET_RELEVANT 1287784
ACTION DOC 1200 1024 EXAMINING_DOCUMENT 1287784
ACTION SNIPPET 1200 1024 SNIPPET_RELEVANT 210025
ACTION DOC 1200 1044 EXAMINING_DOCUMENT 210025
ACTION SNIPPET 1200 1044 SNIPPET_RELEVANT 1730894
ACTION DOC 1200 1064 EXAMINING_DOCUMENT 1730894
ACTION SNIPPET 1200 1064 SNIPPET_RELEVANT 1844752
ACTION DOC 1200 1084 EXAMINING_DOCUMENT 1844752
ACTION SNIPPET 1200 1084 SNIPPET_RELEVANT 1680045
ACTION DOC 1200 1104 EXAMINING_DOCUMENT 1680045
ACTION QUERY 1200 1114 Milosevic spouse
ACTION SERP 1200 1119 EXAMINE_SERP
ACTION SNIPPET 1200 1119 SNIPPET_RELEVANT 1082133
ACTION DOC 1200 1139 EXAMINING_DOCUMENT 1082133
ACTION SNIPPET 1200 1139 SNIPPET_RELEVANT 1282641
ACTION DOC 1200 1159 EXAMINING_DOCUMENT 1282641
ACTION SNIPPET 1200 1159 SNIPPET_RELEVANT 1411151
ACTION DOC 1200 1179 EXAMINING_DOCUMENT 1411151
ACTION SNIPPET 1200 1179 SEEN_PREVIOUSLY 945810
ACTION SNIPPET 1200 1179 SNIPPET_RELEVANT 1371669
ACTION DOC 1200 1199 EXAMINING_DOCUMENT 1371669
ACTION SNIPPET 1200 1199 SEEN_PREVIOUSLY 1002228
ACTION SNIPPET 1200 1199 SNIPPET_RELEVANT 1610257
ACTION DOC 1200 1219 EXAMINING_DOCUMENT 1610257
INFO SUMMARY 
INFO TOTAL_QUERIES_ISSUED 9
INFO TOTAL_SNIPPETS_EXAMINED 85
INFO TOTAL_DOCUMENTS_EXAMINED 53
INFO TOTAL_DOCUMENTS_MARKED_RELEVANT 8
INFO TOTAL_ATTRACTIVE_SERP_IMPRESSIONS 9
INFO TOTAL_UNATTRACTIVE_SERP_IMPRESSIONS 0
